source_ip,destination_ip,start_time,Network_Node_Text,source_port,destination_port,flags,site,asn,num_packets,num_bytes,Label
135.b1d10.b1d10.86,135.0777d.04511.237,1415747425,"A terrorist bomb explodes near a government convoy. Nine are killed, ninety-two are injured.",22,36472,-AP---,c9f0f,c4ca4,5,420,0
135.b1d10.b1d10.41,135.0777d.04511.237,1415753933,"A horrific assault by Hizbul Mujahideen on a village leaves seven persons, including three children and two women dead.  Another child subsequently dies of injuries.",22,65449,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.114,135.0777d.04511.237,1415762180,Two brothers are abducted and murdered by Lashkar-e-Toiba.,22,56998,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.114,1415337215,"A grenade attack by militant Muslims leaves two civilians dead and eleven others, including three girls, critically injured.",56998,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.b1d10.24,1415452710,Thirteen IDF reservists are killed and seven injured by the combined efforts of a very young Palestinian suicide bomber and supporting gunfire.,47791,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.110,1415485209,Eight people are killed by a Muslim bomber while riding on a bus. Twenty-two others are injured in the attack.,51239,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.b1d10.b1d10.124,135.0777d.04511.237,1415752467,Islamic suicide bomber kills twenty-one in an attack on town's oldest synagogue. Youngest fatality is an 11-year-old German boy.,22,51234,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.091d5.66,1415730030,"Six people, including two Chinese nationals, are killed by a Palestinian suicide bomber at a bus stop in an attack that leaves one-hundred and four others injured.",57901,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.091d5.52,135.0777d.04511.237,1415760796,Four separate Fedayeen attacks across the region leave ten innocents dead and at least seventeen others injured.,22,57880,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.103,135.0777d.04511.237,1415751435,A Mujahideen attack on a security patrol leaves one member dead.,22,51251,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.6f3ef.147,1415692839,A grenade lobbed onto the road by a militant Muslim kills a civilian and injures nine others.,36816,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.6f3ef.148,1415692840,A woman is cut down by Muslim terrorists.,36818,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.105,135.0777d.04511.237,1415750857,The Mujahideen kills two civilians with an IED.,22,65392,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.46,135.0777d.04511.237,1415751419,Two civilians are killed in a bomb blast at a market.,22,51482,-AP---,c9f0f,c4ca4,5,420,1
135.0777d.04511.237,135.b1d10.b1d10.67,1415489491,A civilian is abducted and killed by Islamic terrorists.,51478,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.0777d.04511.237,135.b1d10.6f3ef.107,1415451585,"The Mujahideen attacks a security patrol, killing three members.",37856,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.6f3ef.65,1415692832,Islamists kill a man and his grandmother at their residence.,36793,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,892,1
135.b1d10.b1d10.223,135.0777d.04511.237,1415750661,A physician succumbs to injuries suffered in a sectarian attack.,22,51821,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.091d5.197,1415701141,"In separate attacks, two people are abducted and killed, and a woman is killed inside her home by Islamic militants.",57882,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.6f3ef.62,1415706457,Two laborers are shot to death by Islamic terrorists.,43821,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.6f3ef.70,1415671864,Four students are kidnapped and 'severely' tortured.  A 15-year-old dies and the others are freed.,38683,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.0777d.04511.237,135.b1d10.b1d10.202,1415533896,A Buddhist monk is stabbed to death by Islamic terrorists after returning home from prayers.,51650,22,"-A----,-AP---",c9f0f,c4ca4,10,904,1
135.b1d10.6f3ef.57,135.0777d.04511.237,1415749301,"Fundamentalists kill a total of sixteen includes eight children and four women, all from the same family.",22,38668,"-A----,-AP---",c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.b1d10.224,1415511822,A civilian is killed when Islamic militants lob a bomb under a passenger bus.  Twenty-one others are injured.,51627,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.091d5.139,1415718667,"Radical Sunnis bomb a Shia ceremony, slaughtering twelve, including seven women and five children.  Twenty-five others suffer injury.",65353,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,956,1
135.b1d10.b1d10.209,135.0777d.04511.237,1415749956,Two civilians are abducted by militant Muslims.  Their bodies are recovered four days later.,22,48836,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.216,1415533745,Armed Islamic attack kills four people.,51620,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.0777d.04511.237,135.b1d10.091d5.70,1415736104,"Palestinian terrorists dressed in IDF uniforms infiltrate a settlement and killed four civilians, including a 5-year old boy. Seven others were injured.",57906,22,"-A----,-AP---",c9f0f,c4ca4,11,956,1
135.0777d.04511.237,135.b1d10.091d5.65,1415622450,"An Arab militia attacks two villages, killing about two dozen African civilians and burning many houses.  At least that many are injured as well.",57899,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.091d5.57,1415448482,Muslims attack a Christian village with knives and guns. They are able to slaughter twelve people and hurt six more.,57887,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.91,135.0777d.04511.237,1415757085,A civilian is abducted and murdered by the Mujahideen.,22,51753,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.56,135.0777d.04511.237,1415759300,A bombing kills a 5-year-old boy and injures four of his family members.,22,34091,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.113,1415613575,"Two blasts, occurring at a market and a nursery, injure twenty, including children.",51645,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.b1d10.b1d10.92,135.0777d.04511.237,1415751365,"Islamic fundamentalists bomb a cinema, killing a young boy and injuring two dozen others.",22,55792,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.71,1415448232,"Eleven civilians, including children, are massacred by Islamic fundamentalists.",55791,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.109,1415661654,Islamist attack on civilians in the Teyart region leaves twenty dead.,51238,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.b1d10.91,1415475222,A man is killed by a bomb in his own home.  Four family members are injured.,51753,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.091d5.62,1415671277,A civilian is abducted and murdered by the Mujahideen.,57895,22,"-A----,-AP---",c9f0f,c4ca4,10,712,0
135.0777d.04511.237,135.b1d10.b1d10.85,1415497087,Islamists behead two brothers and shoot another civilian dead in a separate attack.,55775,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.0777d.04511.237,135.b1d10.b1d10.21,1415454266,"Hizb-ul-Mujahideen murder five people, including two brothers and a father and son in an overnight raid.",55788,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.73,135.0777d.04511.237,1415743396,A Sunni activist is slain in a sectarian attack.,22,55749,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.27,1415480952,Two civilians are murdered by the Mujahideen in separate attacks (Hajipora & Budhal).,59679,22,"-A----,-AP---",c9f0f,c4ca4,11,828,0
135.0777d.04511.237,135.b1d10.b1d10.28,1415533798,Policeman killed by Islamist gunmen.,51481,22,"-A----,-AP---",c9f0f,c4ca4,10,776,1
135.0777d.04511.237,135.b1d10.b1d10.49,1415557980,"Three persons - principal of a government institute, his driver and assistant - are killed in an ambush by armed fundamentalists.",51484,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.107,1415603702,Fifteen people are killed and fifty-five more injured in a Fedayeen suicide attack on a crowded game club.,53203,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.091d5.64,1415489528,"Noted religious scholar Ghulam Murtaza Malik, his driver and a police personnel are shot to death by Islamists..",57898,22,"-A----,-AP---",c9f0f,c4ca4,10,904,0
135.b1d10.091d5.63,135.0777d.04511.237,1415740853,Another sectarian killing by two gunmen.,22,57896,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.29,1415626263,Two Jihad terrorists kill a man after getting directions from him.,37869,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.119,135.0777d.04511.237,1415749717,Twelve French nationals and four Pakistanis are killed and 34 more injured in a suicide bombing against a bus opposite Sheraton Hotel.,22,56996,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.15,1415718663,"Chechen terrorists detonate a bomb at a Russian military parade, slaughtering forty-five innocents and injuring more than one-hundred and seventy.",65344,22,"----S-,-A----,-AP---",c9f0f,c4ca4,9,788,1
135.b1d10.b1d10.26,135.0777d.04511.237,1415755832,Two policemen killed and one injured in Islamist attack.,22,56994,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.b1d10.48,1415692887,"Lashkar-e-Toiba abduct two brothers who refuse to join them.  Both are tortured, with one dying.",51485,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.108,135.0777d.04511.237,1415751930,The Mujahideen kill one civilian and severely injure another in their homes.,22,51237,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.121,1415454295,A man and his elderly father are killed inside their home by militant Muslims.,51824,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.126,135.0777d.04511.237,1415749877,"The Mujahideen kill two civilians, critically injure another and abduct a fourth.",22,51256,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.57,1415362289,Lashkar-e-Toiba terrorists force their way into a home and kill a man's son for his refusal to join them.,43127,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.0777d.04511.237,135.b1d10.b1d10.83,1415451551,Five policeman are assassinated by fundamentalists in two separate attacks (first attack was in Dali Ibrahim).,55772,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.93,135.0777d.04511.237,1415760665,Religious fundamentalists set off a bomb at the entrance to a market.,22,55745,-AP---,c9f0f,c4ca4,5,420,1
135.0777d.04511.237,135.b1d10.091d5.86,1415745148,"Islamic militants raid a military camp, killing thirty-six people, mostly the wives and children of Indian soldiers, including a 2-month-old child.",57912,22,"-A----,-AP---",c9f0f,c4ca4,11,956,1
135.b1d10.091d5.67,135.0777d.04511.237,1415760746,Two Christian men are killed by suspected Muslim radicals.,22,57902,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.116,1415452366,Jaish-e-Mohammed murder an 18-year-old and injure his mother as she tries to protect him.,51765,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.091d5.59,1415452701,Two are killed in militant Muslim bomb blast.,57890,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.94,1415677704,Fedayeen attack on Indian military camp kills four and leaves seven injured.,51248,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.0777d.04511.237,135.b1d10.b1d10.38,1415685818,A Palestinian suicide bomber kills three and injures fifty-nine other shoppers at a market.,51653,22,"-A----,-AP---",c9f0f,c4ca4,11,956,0
135.b1d10.b1d10.16,135.0777d.04511.237,1415753165,One person is killed in a sectarian attack on a Shia religious procession.,22,36726,"-A----,-AP---",c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.23,135.0777d.04511.237,1415749560,A Palestinian suicide bomber kills two and injures forty people at a shopping mall.,22,38674,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.23,1415494137,Five people are killed by the Mujahideen in four separate attacks.,38674,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.091d5.88,135.0777d.04511.237,1415751419,A Sunni activist is killed in a sectarian attack.,22,57915,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.25,135.0777d.04511.237,1415749673,"Two civilians are separately abducted and murdered by the Mujahideen (Kandi, Warpora).  Ten others are injured in a grenade attack at a bus station.",22,65372,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.b1d10.51,1415656114,Two civilians are killed in separate attacks by Islamic terrorists (one in captivity).,44483,22,"-A----,-AP---",c9f0f,c4ca4,11,892,1
135.0777d.04511.237,135.b1d10.b1d10.52,1415724553,Nine persons are injured in a grenade attack on a city street.,51646,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.75,135.0777d.04511.237,1415761148,A Muslim boat attack kills five Christians and wounds eleven others.,22,55753,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.66,1415475240,Muslim snipers kill a man as he works in his yard.,51477,22,"-A----,-AP---",c9f0f,c4ca4,12,944,0
135.b1d10.13fe9.63,135.0777d.04511.237,1415744730,Fatah takes credit for killing a 14-month-old baby and her grandmother near an ice-cream parlor in an attack that also injured thirty-seven.,22,59294,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.13fe9.63,1415669414,Palestinian gunman kills three teenagers and injures another two. All youths were playing basketball in their community at the time.,59294,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.13fe9.56,1415667790,The Mujahideen murder two sisters.,45580,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.72,1415472694,The female principle of a private school is shot to death by Islamists as she is walking to the building.,51595,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.126,1415703984,A female police officer and a civilian are killed in a Mujahideen attack.,38662,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.34,1415743610,Two security personnel are killed in a Jihad ambush.,48813,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.57,1415322516,A Fedayeen attack on a police station leaves three officers dead and three injured.,33016,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.13fe9.92,1415682167,A Jihadi kills a young child and injures sixteen others with a grenade.,45605,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.13fe9.118,1415692841,Fourteen people are critically injured in a grenade attack by a militant Muslim.,36831,22,"----S-,-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.119,1415700488,Three women are among eighteen victims of a grenade attack on a city street.,50107,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.112,135.0777d.04511.237,1415752535,33-year-old British man beaten to death by a Muslim gang.,22,51452,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.62,135.0777d.04511.237,1415753364,Abu Sayyaf militants abduct three sailors and hold them for nearly a year.  Two escape and one is executed.,22,33026,"-A----,-AP---",45c48,c4ca4,6,504,0
135.b1d10.13fe9.85,135.0777d.04511.237,1415753400,Two civilians are murdered is separate Mujahideen attacks (Gudder & Botingo).,22,59307,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.19,135.0777d.04511.237,1415754001,Muslims kill a woman for granting official approval to an inter-religious marriage.,22,36745,-AP---,45c48,c4ca4,6,504,1
135.b1d10.13fe9.71,135.0777d.04511.237,1415755293,A Christian man and his Muslim wife are captured and hacked to death by her family for marrying outside Islam.  Their one-year-old baby is spared.,22,45596,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.13fe9.64,1415150723,Three civilians are killed by Jihadis in separate attacks.,59296,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.21,135.0777d.04511.237,1415753986,"A bomb planted by Muslim radicals explodes on a church bus killing four, including the pastor, and wounding seventeen.",22,51535,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.197,135.0777d.04511.237,1415744185,Seventeen people killed by a Muslim suicide bomber while riding in a bus. Thirty-eight others were injured.,22,33046,"-A----,-AP---",45c48,c4ca4,6,504,0
135.b1d10.d1c38.244,135.0777d.04511.237,1415745615,The country's Deputy President and his driver are assassinated by the Taliban.,22,65517,"-A----,-AP---",45c48,c4ca4,15,6028,0
135.0777d.04511.237,135.b1d10.d1c38.189,1415149790,A Muslim mob clubs a Christian police officer to death after a cleric makes false charges that he trampled a Qur'an.,45072,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.109,135.0777d.04511.237,1415745693,Three security forces are killed in a Mujahideen ambush.,22,33003,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.9cfdf.106,1415496461,Four village guards are captured and killed by Muslim terrorists posing as policemen.,32999,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.153,135.0777d.04511.237,1415744976,An older Christian man is beheaded by a Muslim.,22,38605,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.9cfdf.56,1415644705,"In a brutal slaying, Islamic terrorists abduct four brothers from a wedding party, then execute them.",38594,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.78,135.0777d.04511.237,1415747614,Jihadis kill a woman and set fire to three homes.,22,48907,-AP---,45c48,c4ca4,6,504,0
